Product Name,Estimated Rating
FUR-CH-10000454,0.9594678097653169
FUR-BO-10001798,0.9470454753622597
FUR-FU-10004952,0.875689628572591
OFF-PA-10003001,0.859064444431028
OFF-ST-10000615,0.6829387951332118
